,PC1,PC2,PC3
PT084_P8_H06_S282,1.9910821986830032,8.75593719490219,-6.8135437574216615
PT084_P8_H11_S287,4.282958741266236,4.0115844692923215,-3.6561983707709937
PT126_P3_B04_S16,-3.534979436762683,4.1935465031953285,-10.82040412842524
PT126_P3_B05_S17,4.596730960759251,-11.612292055535098,13.924988713545075
PT126_P3_B06_S18,-3.271533045286108,3.1241091551981004,-8.786636393428594
PT126_P3_B07_S19,7.594294658309245,-16.246437483215256,18.605971843829018
PT126_P3_B09_S21,7.90369002201361,-17.374291894825955,19.572970084546494
PT126_P3_B10_S22,-3.0469495911353777,3.6472988945852087,-8.995048502588764
PT126_P3_B11_S23,-1.9089171745845812,1.6205389098913137,-3.9627604746752776
PT126_P3_B12_S24,1.0115887276601487,-7.274849795861456,4.690868296488762
PT126_P3_C01_S25,-3.3613204588188634,3.3239752513941636,-8.871403200056962
PT126_P3_C04_S28,1.844470925689176,-10.6203877358337,9.080689470433656
PT126_P3_C05_S29,2.4056322452921877,-8.288454446930238,6.309348032897441
PT126_P3_C07_S31,-2.5544058167489534,1.6660220785923456,-7.714297027347525
PT126_P3_C10_S34,-2.46048755685061,3.741688969728021,-6.499992950396859
PT126_P3_C11_S35,5.4365111999624744,-13.824632355443825,14.337188127696743
PT126_P3_C12_S36,5.9103555036748565,-13.868450888201098,15.948614749068865
PT126_P3_D01_S37,8.091215725389208,-18.136972546782644,19.017693198103633
PT126_P3_D04_S40,-2.716896368834742,-1.3581116033698677,-2.612663068204836
PT126_P3_D05_S41,0.002144887741637111,0.14791697562790673,1.6775336498284703
PT126_P3_D06_S42,-1.9789818784294215,1.3796779913496682,-6.663073006768539
PT126_P3_D10_S46,3.946053974992683,-11.777065330147106,11.387468768983137
PT126_P3_D12_S48,-1.2128387977298027,-1.5914077775853028,-0.5958917722566914
PT126_P3_E02_S50,6.471880943278962,-16.55696512973197,18.000183081820627
PT126_P3_E04_S52,-1.1458891445221113,-4.428790454951214,-2.053272331914828
PT126_P3_E06_S54,-0.7811082664543679,1.1172323147036283,-2.3060254045016872
PT126_P3_E09_S57,7.255940003554868,-16.259677377949597,17.578873251728595
PT126_P3_E12_S60,7.694508313645287,-16.950853119619516,19.081198832141293
PT126_P3_F01_S61,3.197176436083702,-9.87641662262986,11.62299426218976
PT126_P3_F02_S62,1.3389550756109962,-10.683096222224039,8.755978158959
PT126_P3_F03_S63,-1.8762645776542937,-3.122404120917497,-0.44881933297677024
PT126_P3_F04_S64,-0.8721680266091427,-4.600446171098359,0.3090050944232437
PT126_P3_F05_S65,2.0519896873098094,-5.537533126927622,7.1550046481443825
PT126_P3_F06_S66,3.1644188271293507,-9.930523369327638,12.387226811778936
PT126_P3_F07_S67,4.455705945151623,-9.513223833694322,12.331889664395096
PT126_P3_F10_S70,4.213342529896962,-14.17439524975118,13.11325556751037
PT126_P3_G01_S73,6.571873692102571,-13.829373033139472,14.947395937915267
PT126_P3_G03_S75,7.840915491644463,-15.85866250865354,17.17859552917559
PT126_P3_G04_S76,6.127576386211002,-13.262048917210983,14.977402440343557
